Sentiment,Label
rugo maaling ba sili rugo babaoy mary diri pwedeng ma kuko piniling babyi nuestra señora,negative
aguman kintana kamurawayan kindi 300 taon nakaagi diri mangyari utro,negative
aanap kabalyo awak paraampak kadaklan oras pulang serbesa kabayo maibsan kakul gan,neutral
mary kapatawaran,positive
nagkumpisal nagin apay,positive
pampira upat,neutral
nagtango,positive
pundo makaigin ikagu guraan,negative
ukrong nagtango utro,neutral
pinnirong mary diri nginabil,neutral
begas guy,positive
pagsasabiyon sonny,positive
nakasilong labing tiniklod ibutang angog buros mary iningang paluog nangungubog kubog kagustuwan rugo,negative
tuong mary nagtaas luway luway binutang payo inapulas bok,positive
sinilngan sulo itinatago mangitngit tinampo,neutral
buko,positive
angos napundo kubog kubog tinnindog ginalin,negative
sonny tumtuyo miggalin mary,negative
ibani bibi,positive
nagkuyong sonny bayang darwa bumbalik,neutral
nagngisi mary,positive
malang tabil mamee,positive
malang sumabi achuchuchu amiga,positive
kurupos magsasabi mamee binnabawi panawon tuninong diri makangabil sadit,negative
kurupos diri makainga ipangigin,negative
por medyo parong bagong semento inistaran doktora,negative
nadanyaran doktora nagraan beses mamee naisalbar bulong,neutral
kurupos maraot maraot magsasabi,neutral
kurupos gurang doktora mamee migrason sasabiyon t,negative
kurupos nabuway mamee mamee nagparatangis pigparabaoy diri pigsasabi maisulit nagparapromisa mamee pigparauyupan malungsi nganga mamee,negative
mamee pigdara nagdakulo lumang ubaliw oras distansya puon doktora mas maray,neutral
kurupos malang raot mumo iistar kadlagan kweba uya anay iistorya kanakong maraot maraot,negative
mamee makangangabil pagkakausipon lolo lolo kulas,neutral
pukuapuon adtong amigo ubaliw pagkakausipon,neutral
pukuapuon mamee pagsasabiyan ipangadyi pukuapuon maray kaipuhan pangadyi bayda,neutral
diri nakikiistoryan mamee pukuapuon pirmi nagngangayamon arani kulor raga berdeng punggok luwas inang maria supong asul bado,neutral
mamee arani,positive
kagustong magparangayamon nagin amigo,positive
gab ayam sigeng awoooooo marurungog mamee amigo nagpaparatawa,neutral
kurupos kangayamon mamee nakaistar,negative
nabababayad mamee nakikiusip,neutral
kaabay nakaula,positive
karungdong nganga nganga mamee pigkakaon ngangabilon mamee,negative
diri nababayad kangayamon,negative
kangayamon uda,negative
mamee diri nakakausip,negative
diri nababayad nakakausip pukuapuon,negative
batit kaipwanan maggalin,negative
batiiiit pigbabaoy mamee,neutral
diri nagsisimbag diri marungog,negative
batiiiiiiiiiiiit magngayamon nganod juanito,positive
ginigibo,neutral
batit ginibo,negative
oras maturog,neutral
isadi demonyo,negative
uya anay marurungog demonyo nagbabatang,negative
demonyo aabot kasabay pakpak,negative
pagbukas pirtan mapaparong demonyo parong tsiko kusina malilingawan namong kaunon,negative
gigis ngon demonyo mamee kakausipon mamee demonyo,negative
kakausipon mamee demonyo iniing ingan ginibong sala papa hesus,negative
sasabiyon mamee demonyo abo abo abo abo,negative
beses binuklat narurungog ribok,neutral
nangisog ayam tindahan pigriringisan,negative
demonyo ibabow mamee,negative
uda supong bado mamee,negative
pigsusuntok demonyo buros mamee,negative
iwag demonyo nagsisipang tiil mamee mamee,negative
nagbubura mamee umiyan,negative
kinuyungan mamee pinirong utro juanito,neutral
mamee abot demonyo,negative
sasabiyan mamee diri magribok umatubang ringring basta tumuninong paturog,negative
marurungog ribok demonyong dayo uda ribok mamee,negative
juanito,positive
nagtatangis mamee,negative
pagkakausipon demonyo juanito,negative
aabot demonyo gab i uupsuon medyas sapatos tatawan istip in,negative
tatawan kape,positive
diri iinom maraot anting demonyo magigin maray demonyo,negative
anting diri aasir migpa rangabil nagraot guranon juanito guranon juanito nyaaaaaan,negative
mamumuya demonyo mapabubura beses maray demonyo demonyo itinao,negative
bayda payaba demonyo,positive
dada kurupos,negative
diri kausipon mamee batit diri tumuninong batit diri magribok umaabot demonyo,negative
buko ikang demonyo juanito bukong,negative
buko bukong tuninong juanito magribok,negative
uya kawon ngayamnan,positive
buot pangangayamnon psp sadit sadit skateboard,positive
tinawan mamee ngayamnan skateboard mababaak payo hesusmariaiyosep mamee,neutral
mauungot uya diri isusulit paborito ngayamnan kawon,negative
buko kasalan kasalan amigo,negative
amigo pagtataguon uda makaanap,negative
amigo uya maraot uya kurupos,negative
uya mabuot makiamigo makakakuko lugod kompromiso uya por medyo amigo,positive
beses basta sinikaran uya kagrado uda ba turog kagrado kindi buklat,negative
uya sinipa maulian diri nagsisimbag pigbabaoy uya huy uya nakasilong kindi ba nakatiurong tarikuran payo uya,negative
pinangagnow biyong nakatakot uya mamee,negative
beses kinagat uya pisngi basketbolan diri pinapasahan uya diri pagpasahan sadit uya diri makapaluog bola pirmi pirmi pagkakakasturan uya,negative
uya uda maginibo kindi kumuson ugot nangungubog kubog nagbubura,negative
diri marumruman uya kinagat uya mamee,negative
uya malang niwang sadit malungsi bukong kagrado kangayamon,negative
buko kasalan kasalan amigo kurupos,negative
uya umboy luog buros mamee amigo,positive
kurupos uya luog buros mamee puru pirmi kunong makarurungog mamee pakpak luwas pakpak nagdara amigo buros mamee labi natuturog,negative
mamee kinakausip uya salang gawi gagakuson mamee sasabiyan magpakaray,positive
sinasabiyan mamee uya magkaon dakol inumon baytamins pirmi,positive
mamee luway kausipon uya papuru pundo,positive
pinnupundo mamee kinakausip amigo uya tarikuran,positive
diri marungog uya usipan diri mababayad amigo,negative
mababayad amigo uya juanito,negative
amigo uya igante utok luwas payo mas dakulo payo,neutral
igante nakalunad taludtod uya uru aldow kinakaon kaunon uya iniinom inumon uya,negative
gab i lulunas matuturog kawon ngayamnan uya migturog,neutral
beses turog binnuwat kawon ngayamnan uya aanap amigo,neutral
buot kausipon,positive
kindi narakop mamee,negative
batit diri diri magribok paturog utro,positive
buot sabiyan pumundong pagparasabiyan uyang sabiyan guranon juanito guranon juanito nyaaaaaaaan,negative
abo sabiyon uya,positive
batit nungka paggibuhon narungog,positive
makausip uya,positive
maturog utro juanito,positive
batit paturog,positive
juanito maturog,positive
buot amiga anay,positive
pinakabilog pinakamaib og pirok pinakamaabang naggayon kurong bok,positive
kagrado kangayamon abayan payaba anay,positive
mabuot anay tutuburon sabiyon,positive
kaibanan kurupos buot anay magsolo,positive
trangkilo anay magdrowing pangulor nagbabasa pigkakantaan,positive
makingayamon anay kindi abo makingayamon,positive
buko kasalan diri pagkausipon kurupos,negative
pariyo gustong sabiyon mamee kindi sasabiyon batit istorbuwon anay,positive
kurupos anay mas sadit magkakanta nababayad iiwag kurtina,positive
kurtina iiwag uda angin,neutral
diri nagsosolo anay kurupos pirmi kaibanan babaying babaying malaka ipo bok intero lalawgon awak babaying nakatindog kaabay anay,neutral
puru nakatindog kaabay mamee magluwas buros mamee anay pinakaamiga mamee,neutral
kurupos linuwas buros mamee,neutral
magtatawa iniiwag kurtina mapapakanta anay,positive
mapatatawa mamee mapangingisi mapapatawa mamee nagkakanta anay,positive
magkakanta anay kinakaputan bok anay pagngangayamnan,positive
mabayad juanito bok,neutral
beses nababayad magbubura mamee tutusaran bok anay aba,negative
kasyan mamee pasensya kaipwanan ding pasensya,negative
anay magsisilong mamee ngalas sasabiyan mamee uda ginigibong paungot mamee,negative
babaying kaiba anay magtatangis makiki mairak mamee pumundo pumundo pumundo pupundo nangga mamee narurungog babaying nagrarait nababayad bok anay nagrurugo,negative
mababayad juanito anay diri,negative
mababayad abo,positive
pigsasabiyan nungka pwedeng kausipon anay guranon juanito guranon juanito nyaaaaaan,negative
ba sawa kinakausip,negative
kinukuko anay sabiyan pumundo sasabiyan mamee batit magribok,negative
putulon bok anay labi turog makukulgan tibaad gumalin,negative
batit ayaw mamee mabuot juanito mabuot,negative
diri,negative
payaba mamee,positive
payaba mamee,positive
juanito kurupos ginibo mamee,positive
sadit,neutral
buko adtong kasalan kurupos dakol remalasong,negative
kurupos labing pigpaparakausip mamee kangayamon mas makadu dulag kangayamon,negative
kurupos,neutral
pinabalik utro mamee dati,positive
paggalin mamee lumang dinara tulong kangayamon,neutral
diri ginibo mamee,negative
kangayamon diri maggalin kurupos,negative
diri inniba mamee,negative
kurupos,positive
mamee tulo amigo promisa maggalin maggalin maggalin,positive
maggalin payaba tayka juanito payaba tayka,positive
dinara pakpak buros mamee,positive
uya anay amigo bukong uya anay pirmi ikang makakausip,positive
among tuod kindi lalaking uya lalawgon bulawan isura,positive
abong matarom patusok ngipon,neutral
dati sirang malumok kinukusa pagdadakulo dinnadakulo,neutral
kurupos nagsabi mababayad sinnisilung salming,positive
mababayad juanito mas ikang mababayad kinakausip,positive
kurupos kausipon tayka puru pirmi makauli nayka,positive
mamee diri nayka pagparakausipon,negative
natuturog kinakausip mamee,positive
batit magribok,negative
magribok juanito,negative
batit magribok bumalik,negative
bumalik,positive
migribok juanito migngayamon pagmata,positive
maggalin maggalin,negative
chesa masiram garo kamote parong pangulam kaidtong,positive
elementary,neutral
gabos masiram mainit kape kayan kakanon mi,positive
saradit kmi dakul tanim kyan parents mi ngonyan mau binabakal,neutral
mi nlang kmi nakakanamit kayan ooo,neutral
wow umuwe asawa masarap kain bicol,positive
masiramon yn dokdokan mantikang orig lada,positive
dama arin dyan masiramon gabos egwa ning kinudkod niyog grabi 9o,positive
siram ayu kinudkod murang niyog,positive
tlga gwa okasyon iluluwas pagtapos taho,positive
kaibahan harong hugak maghugas tinago,positive
haha lupit panu gabos gawain nagawa nalang,positive
itago c plato plastic dae mapapasa pwde iapon,positive
tamad kasi tugang,negative
mao mayun p kmi sade tinago simple remembrance fr my parents,positive
family pg gagamit me fiesta resto nmn b4,positive
eyung gayu nagirumduman lolo sami pagnakapasa arug kayan,neutral
gayung plato ikwentas leog kn nkapasa takot mahugas t,neutral
makwintasan,neutral
loremot hahaha piglalanganan,positive
kadaklan aki ngunian bagulbulon maray dae dadangog magurang,negative
bagulbulon suspension skwelan studyante dae,negative
magsuspend,negative
bagulbulon mg hero hero,negative
tamad tamad hil,negative
tatago sagkod ngonian kayan mgs plato parehong,neutral
kayan kasi mahal plato mangko maid in china,neutral
yapili ikan prutas masilam kaon plato,positive
gannyan plato bicol nun kabataan,neutral
lyo magayon ponda buda magayon kumot tigtatago,positive
bisitakita gagamit luma makanos marhay,negative
bisita especial,positive
umulmong daw sige kakabalawbagaw pigsilihan lus bt,negative
balawbagaw nmn jn paguna sisay magayon,negative
dai minatukaw tukawan iuragan balagaw bagaw,negative
balawbagaw aki dapangon taka,negative
dakulaon c ngudoy aki lalake ciguro nkagat yn nung ligwan,negative
saro sarado,negative
grabing kulog nakagat ligwan sagkod kalinturahon kulog,negative
maugmahon maski nkagat,neutral
kadakol kaan digde samo sarong simana koa pulot grabi,neutral
dalagan maitomon hahapag samoya,neutral
mapapa unlirice manay kaan isira,positive
batbat allan maharang harang,positive
nakagirumdom ngaya imo mataram numero halimbawa no 8 ngaya,neutral
mabilang pampira alphabet daa eto nakagirumdom imo,neutral
nakarumdom saimo,neutral
harab harabon pano,neutral
pasluon luhay luhaya daw pagkakan,negative
ginik apod kaan samo bicol ginik my kaebang baston duwa,neutral
enot maogma dating dulo nabali sanga kapos kapalaran humanap,positive
epikto mabilis unlad sihensiyag,neutral
bayai enjoy tawa now iyak later ooo,positive
biyo pigakilig c nonoy oi,positive
angguton kakan kaini maation badu uli,negative
kabayan,positive
dae nongka malilingawan tukawan pangarap nyato,positive
masiramon haloy magutom pinapamahawan,positive
sarrrraaapp nman nyan,positive
oy siram nyaan,positive
bungkaras latok kamote nindo bata masiramon kahamis kamote,positive
siram pamahaw,positive
mis buhay kaito magkaisip sarap pagmata parong,positive
kamoteng sinapna kapeng puro wow sarap nakaraan,positive
lyo totoo,positive
kayan kaidtong naka aging tugang kayan,positive
ngunyan nami miss kayan buhay tararukan buda aranihan,positive
alas 5 nagbangun,positive
nata ogto dyan ugto plan namarata dyan,neutral
madiklom naiinot magtukturaok,neutral
in area uuran diri,neutral
huna magayon makanos,negative
nalingawan barayle sabado,neutral
tama noy barayli kaidto,positive
pirmi harayuon dumanan mi mkabayli dara mi butong mitsa,positive
muse kaigto duwang tagadara petromac,positive
maogma pantomena togtog tango salsa maogmahon,positive
lyo naabotan pitromax ilaw mi tugtug radio puno long,positive
playing plaka igwa ning snakan matanga,positive
apod samuya kaiyan pwedeng bungkukan bonor fernando duwang,neutral
puti maseramon pangberdura pata idtong nagrorosa,positive
rosa kulay medyo matagason maseramon lubakon kinudkod,positive
kaiyan tig gibo mi kaito pakatapos ani,positive
ik apod samo kaan tido gabos yn inagihan q sanlagon tag,positive
kayan gibo kaidto mau thresher,neutral
batang 70s dnas danas,neutral
dae uso treasser biyofig ninipis dapan kanpag ginik ning paroy,neutral
siram nilubak batag nahihidaw,positive
klasi natung katnga balitaka kinsol morado asen,neutral
masiramon ginulay palosag yun sariwang yun bilad saldang,positive
kaibahan libas kunting karni asen lada ginataan nagmamantika pagka ubas,positive
masiramon duma makusog lawas halawig gutom,positive
eeskwela makosog lawas dy,positive
kasiram naromduman barang nong elementary miapit puno,positive
miss bicol,positive
yes agi agi kng haharong harong my tiretindahan 4jnakaka,positive
miss ngonian puro celpon aki abang dudusnong maray,negative
kaito aki palibhasa mayokaming ina matua mi titinda,negative
makakan walat harong pg uuran pamayawas katmon,neutral
ginogono mi pg mauran madalion mghinog bayawas,neutral
sulong sagilid dakulaon balingang nasakat pinsan purot,neutral
hulog nya bunga mayo ngoyan pinotol harongan pinsan,neutral
siram kayan perang aldaw panira,neutral
lu totoo alas tres p mgsapna balunon mi punta,positive
masisipag tao,positive
nkamulatan kapeng bagas tinutong w,neutral
bana siram kapeng bagas tas igwa kpang kamote kamoteng kahoy siram,positive
apod mi dayan guinobatan anok or gabi fernando tinatalupan,neutral
binibiyak kakayudin yong gitna,neutral
timplahan asukal ibabalik pinagkayudan lulutuin gata niyog,neutral
