cleaned_comment,Label
bubulokon na sawa siton irarom.. tigbaw naman iton.,Negative
amo man sana adi mga pulis nagpapasali uno man ninyo gustong sabihon ka ginibo,Neutral
"ay hesus kita ya pauno man palan adto naputlan??erak man,mg eram sna ngani pu ya",Negative
bayday ton nakakadamay so uda pagkaisi,Negative
uno sirbi k mga mayor at lgu alangan man kada agq bagyo iyanan p kamu k,Negative
presidente uno kamu mga vip mag isip,Neutral
vann patrick buffe flores gusto gayod kaya habang nagbabagyo nasa luwas c,Negative
bbm nagsasagasa ka bagyo kadakol pa obligasyon ka pangulo tapos pati ba,Negative
naman trabaho ka sa baba gusto pa nira ipatrabaho ki bom ...mind set ba mind set...,Negative
vann patrick buffe flores malamang amo yan gusto nira dapat iyanan sira,Negative
su nag rape tolong teachers sa ocampo is at large pa dapat marakop na po ta grabe,Negative
ginibo ka mayakis na an at large pa po,Negative
dapat ipahiling man picture ngarig magkararaya masupog man basang,Neutral
kin mga pinuputulan iton c b mga manayak iton,Negative
kaya maray qntana ebalik na a death pnalty nganing ma enguragan nadi mga rapest,Positive
nguwan ag mga para graan!,Negative
agkoyan barkada kaso ta pag kinastahan na linobot ah batag migkagurusod ahn.,Neutral
adi mga gusnab na adi kin amo atman a pamilya ta grabi payto ikukuwa magtios,Negative
kaiba ko kuyan kdto ni lola memeng. nag selong prosesyon. nsa gilid km kya. nbayad,Neutral
nmo kdto. nsa giilid kmi kdto nttnaw ang cokgante na uyan. png yri adto dali dali km nag uli ni lola. .,Neutral
amu adi so colgante kadtong panahon na narogma na lakadakol ko nagraan isay kaninyo nakatatanda pa mga 1972,Neutral
uda n kmu ksawaan s b.out..consumer n sn pirmi ngaadjust!,Negative
mi amore diri ngani magkara kaudit ay,Negative
ryan jake ika raw kan dri maudit.giyapon nman km uda power supply sd..,Negative
kin pirmi man ing arug kton a distributor kito kuryente ngcp dapat mag anap naa,Negative
casureco 3 sa ibang source na kin esay pa pwede mag supply sadi rinconada area sa,Negative
barato ag tultol a serbisyo ta grabing perwisyo ding mag gapon uda kuryente.,Negative
permi na sana sobago alas4 sa madaling araw haggang alas 8 uda kuryente.,Negative
ngtaas a kuryente dapat ayuson man a serbisyo,Neutral
yes to bicollightandpowercorporation baka pwde naman ding porbaran ta,Positive
gasgas ng maray si serbisyo ni casureco 3.,Negative
"yes to bicol light oda maray na servecio casureco 3 pirang beses on and off kagabi,pirmi yn pg time ng mg reading.",Negative
grabi man permi na sna casureco pag mag singil knamo laka stricto pero sdto mg million na utang dri nasisingil.uyam.,Negative
kesa ka magparatyaga sa lupal!!,Neutral
nangisnit na! dri lugod napaturog kin tultol. a maray kiton..ibaba ninyo a rate sa,Negative
kuryente. kami baga ding mga lugi. cge parong..tapos alangkaw man sana a,Negative
lang uban nag abot ko kuryente... napirot ako sa kakapaypay ta nag angsa na tabi,Negative
mga arug kya kan dri mkatitios ng tkot na to lalawgon,Negative
haloy sanang dae nadadakop an hayop na an kakabwisit,Negative
naku nonoy liliit n mundo mo ung libog mo n panandalian pagdudusahan mo yan sa,Negative
kulungan lalo na my patong kna sa ulo...baka pati pamilya mo isoplong kna alang alang,Negative
sa 50k sa hirap ng buhay... . . sana mahuli kna at makulong ng habangbuhay,Negative
dapat kayan ibalad sa aldaw in apat na oras min mayong sulot na bado,Negative
para man adi unuuran uran pa man sana imbes makapag charge ku mga dapat pa man,Negative
icharge di na ta uda na kuryente tulos..sapon nagrraramrag misok misok na dakul na,Negative
beses! minraot nnman kamo sa appliances,Negative
aji nayko mas maray na po adto kaysa man bagana christmas light pag uuban uban mapundo pala mag tunga.,Negative
"dapat amay alas 500 am, mag sabe na bukong kin ari so mga nkaloog na so mga",Negative
eskwela saka sana mig anonsyo. ka mga eyan na opisyales adi.,Negative
dawa mauran pala pag abot skwelahan uda man palan klase,Negative
kadakol kan di tatao na a pedestrian lane para an sa pedestrian kaya dapat ngani nag,Negative
dennis bismonte vibandor grabe po tlaga mga motorista po.subago ngani nong,Negative
sadi arani q bnhs jung nakikisingit so motor.untang sinabit sadi auto maray sana,Negative
dmana gasgas.pero biyo gad po adto nakatakot na baka nakagasgas sya.hinarorot,Negative
"sa nabua po arog man kan,bina batloy ako diritso sana so kotse,kin diri ako inatras",Negative
"ospetal dagos ko,sadi baguio arayo pa sa pedestrian lane ana mga awto mismo mig pundo na sira,agko desiplina gy",Negative
mga kaarakan! amoton so mga igen na mga bata sana nasa utak. di iniisip kin pauno,Negative
tumabang sa mga kag igen.. kin tin ninir sana sadto mga baloy nira nanlimpya,Negative
nanipig ko mga lakdo nira.. isus maryusep tsk!,Negative
glaiza garcia priolo ata amu grabeng mga pasali dere nira inisip a ginibo nira amu,Negative
unang basolon a kag igen nira..a maray kan tawan sa leksyon rakpon tapos,Negative
palimpyawon sa syodad mga perang bulan nganing mgaraya an...,Negative
lea bonador tama.. dpat tawan mga leksyon.. pag una mga kaya na mga sadiri ..,Negative
ai sinabi mupa glai ata mga tudo a porma mga makirambol man sana,Negative
palan..buko raw a dahilan kan kaya nag aarog sira kan baka boy friend a pinag rarabungan nira vy,Negative
mga kababayiyan na iba sana talaga katakutan. ta kin maka piansa paluwason otro mag pabakal kayang da katakutan itong drugs,Negative
masakit mauda iton prob lalo if mga kababayian kaiba sa raket ta ding gayo pag,Negative
"baao, pisari na kita? our senior citizens, church groups, womens groups, etc. uno",Neutral
basang po kita?,Neutral
mga tricycle driver kaya huna mo batasbatasun pirmi sa dalan. ma liko muna yan bago,Negative
mag garamit signal light oh maghiling sidemirror,Neutral
amo di sugab e...grabe kaya alnas ta mauran...sus marsep...,Negative
ok man sana advokasiya kaso dapat su mga manufacturers a banatan nira. pag uda,Positive
nilo fornoles pag uda nagbabakal...su mga manufacturers deri man an miggibo.,Neutral
"ai salamat sna totoo ponan tulos an pag dakop, bako lang na sabi sabi ta ako asar na",Positive
"maray sa mga motor na sobrang ribok kan muffler, kdakol igdi sa nabua mga sit dy dy",Positive
grabing kauragan..! pag huhuna gad kading mga tawong adi player sinda sa ml.,Negative
"iba n tlg mga ka bataan nguwan,, rebok na perme ah anap...",Negative
grabe mga pasali,Negative
so diman kaninyo na ka uuno pinag tripan nyo ag pig punite pa mga dulag man nga,Negative
"kmo maurag sana mn kmo ta grupo,",Negative
dapat diyan sa mga aki na yan ralatobon,Negative
ugwa p baga subago pag agi q san roque binadil din,Negative
puro bga bikol ay dyos ko,Neutral
condolence po sa bilog na pamilya ni uncle rick q,Positive
madali na lang manggaradan,Negative
garo lang bayong ang buhay kan tao,Negative
abaana kayang iinit... kalma lang daw kamo asin arayusa munang,Negative
ay ano na? uno po a action kadi ka mga kapulisan ag bray opisyal...? mag tarabang na.,Negative
mig ulat pa kamo masundan ulit?,Neutral
"nkakatakot n po bga,sana mga kapulisan maging alerto mna po,sana dkol n mga",Negative
"cctv ta dkulang tbang po iyan pra matunton mga nawawara,",Positive
uno program na maging pro active ang gabos...pa igtingin ang kampanya laban,Neutral
sa masasamang loob. wag ing retro active...hindi ung kung kuno dana saka ing. di,Negative
ta naman mabawi su buway ka tawo...una una aramon kung ano mga dahilan kang,Negative
mga nangungua na yan? ano ba nagtutulak sa kanila bat nila ginagawa niyan?,Neutral
nhadian cerillolayosa unta ta kadakol na baga kiton na nauuda?,Negative
4 mga pamangkin ko magiingat kamo pirmi. d magkaralapotlapot kin uda kaiba.,Positive
"rona rona casero amo di sinasabi ko kanimo,, kya sobrang worried ako pag lubsok",Negative
na sa luwas paika,Neutral
"ambog yan kan,kon pinaunrahan tiga yn,baad xa mag kaayat bawow na kinodkod",Negative
"bka amuyan su naglunad sa jeep galin baao paiyan pili, ngparapangapulas legs ko mga",Neutral
"dario palencia buita buko po.,iba man po adto .",Negative
dario palencia buita taga san vicente man po adto,Neutral
ha ha ha.. ono raw pwede aplayan ka rsc ngowan? nakatapos gayod an sa bssc 0,Neutral
"eli saldo, amo man ngani an nasa isip ko kin sari ako mig apply. nagpara dakol",Neutral
"sana pati adi rsc. ku unang aldow, gagatikot lang kami. nguwan dakol na ka",Neutral
condolence po sa family nirapo ko pading pig rerevive pero dana talaga. sige ko,Positive
pangadye na sana agko pulso pa ag mabuway kaso agko na tama sa payo ag sige rugo. su urong.,Negative
rest in peace pay melvin redondo a. condolence sa family.,Positive
condolence po sa family. sana magkailaw n jan along national highway from baao to,Positive
iriga and nabua diversion. nkktakot p magbyahe pag gabi madilim p,Negative
"nalabusan ko pa adi sugabe na tinatawan sa first aid, saka inilunad sa ambulansiya. irak",Neutral
man ni manoy atang x'mas nagpaisi na sadi kinaban. condolence po sa pamilya.,Positive
"wv diri baga kaya mga magtrabaho sa marangal nganing diri magparapanaban,",Negative
magparapangholdup. nakadadaya pa sa mga tawong nagaanap buway sa tama.,Negative
condolences po to the family. a,Positive
karen frongoso irak man. magmaan kita ngamin.,Positive
lang erak nanahimik naghahanap buhay sa marangal inarog sana kan.. rest in peace po,Negative
at condolence po sa pamilya. praying for his justice. sana man makonsyenya a mga,Positive
tawong naggigibo kadi.. love you all. peace lang sana,Positive
magtrabho man ta nganing amo ..bukong mag para panggapasil sana,Negative
uda na talaga a ibang tawo ngowan! uda na mga maray na kaisipan! pwede man,Negative
magtrabaho sa maayos nganing makuku a gusto ta mangpapasil sana! ming guraan,Negative
makuku sana kagustohan! mga uda konsensya!,Negative
nagray nang pagturutakbuon ka kaibugan ka lawgon mo doy...,Negative
manaog agapito teodoro grabe di gurob gurob ay hahaha...,Positive
amoton gusto mo madaling kumita bagsak mo rehas na bakal magpapasko ka jan,Negative
dna kmo mag para ngalas kan.inosenti ing ang nagtataka.mga mayayaman ngani mas,Negative
malala pa a ginigibo kan.,Negative
ata nganing lapurisima na maagaw pa sa baao.,Neutral
masakit kaya mag identity theft tapos aakuon pa ka baao diman po tabi an pwede,Negative
nkabutang na ngani lapsi,Neutral
nabash lugod c manaymgbasa nmn sana kaya sala pa.,Negative
proud to be taga lapurisima. 6,Positive
uno talaga matood..taga la purisima o taga inapatan..kasupog man ka kapwa niya taga,Negative
merry christmas na sana kanimo hahaha,Positive
atang pa pasko ko magtios ika mag pasko ko sa kulongan,Negative
jumel sales orcales kaya gaud naka isip sa arog kan ta kin mig pasko na uda,Neutral
basang nalaoman. irak man logod dapat brother dina ika nag gibo sa arog kan.,Negative
lalabos sanaman a kapag tiosan,Neutral
jumel sales orcales isay man an jumel,Neutral
d yan taga la purisima d ko ngani bisto buko an n taga sd lapsi pagraraot sna d barangay namo,Negative
kaugakan m dilaan m. bog kan nagpatangran n sna dawa para sup2 sa tulang sa cacao,Negative
agoyy dili kana mapasko kaupod pamilya mo kaluoy mo man mapinit man pati ngiyan,Negative
na desyembre wara ka kayakap kundi rehas lang boy,Negative
sring parti po an ctun rinconada na tubigan n ctun tinampo nman...,Neutral
salve llorin baylon bandales sa baao po,Neutral
ang dami na pong na apektuhan na.palay...ako nasa booting stage na......oh lord please,Negative
uda na improvement tun na baao sa baha gaikut na uran baha uno na...,Negative
maray n english a barita para matuod mn a dila magbsa sa english so maluya sa english,Positive
erak mn pagaling k at yung suspek sna mahuli agd pra maghimas n sya sa,Negative
rehas pra hd n mka pwerwisyo sa ibng tao,Negative
ne jayson relatores ana damulag ngani naka kaintide sa english tawo pa kaya,Neutral
kadakol rklamo na english maray ngani iton ta naii,Positive
man d tatao agko sna masabi,Neutral
iyan ninyo barita sagin sana,Neutral
marilou lanuzo foliente matuod man baga ata pasada rinconada iton bareta,Neutral
english..paunu man su d tatao???uyam baga,Negative
maray qng manila bulletin pd pa mg english..labi nang...,Negative
marilou lanuzo foliente bukong big deal kin unong languagedialect a bareta a,Neutral
"importante a content. basta isan a who?, where?,when?, dawa da pa why?",Neutral
dakulong bagay na yan ..,Neutral
unta ngpquuno na raw iton siton nabua..siton na palan nagbibirik birik iton mga badilan,Negative
na criminal.amak nag momotor sn apagbadilon na...,Negative
"so mga politikong grabe ka mga butigon diri inaaresto, para ing palan iton sa mga",Negative
"wow, justice! aber, tangad raw po tabi sadto madir ni bosing, ipabayad na parehong",Negative
buklat a mata ni lady justice! kasisipig kamo ai!,Negative
mga raya pa kamo mgangag gibu ngani kamo sa toltol dmagparapang lamang sa,Negative
kapwa. good luck na sana kaninyo mag agom.,Positive
isay raw di,Neutral
amo yan mag agom nagdadamayan,Positive
salamat lord sabi na a mga manloloko agku man dyaday tamang oras ta c,Positive
ama d natuturog...sana dagos dagos na a justice a a a.,Positive
kalat mn po ah mga arog kn na gibo2...,Negative
salve llorin baylon bandales ata man bumabakal man kintana ako sa badil,Neutral
narakop naman palan,Positive
jn pa sa la midalya marami,Neutral
"qng ebeninta or epinanao an,,maray pa",Neutral
sadi ngni baao paingurag iton na nagalusangig na ka tambutso namasadpasad,Neutral
na..tbaad man mga makaiba yan cton nguwan na pasko..haha,Positive
ya iba kayang mga sasakyan diri mga nag miminor nya aram man nira na agko,Negative
pedestrian lane na arani sa atubangan ka iskwelan baga na lugod mga di nag take sa,Negative
bcc spotted usto po yan. kaming mga studyante na lugod nag aadjust san,Neutral
pedestrian lane ta a mga driver ka motorista lang espeed mag padalagan dawa isi,Negative
man nindang school zone yan,Neutral
"bcc spotted hi, correction lang po hindi po nangyari sa pedestrian lane infront of",Neutral
the school. be careful po before maglabas ng informations online.,Neutral
bcc spotted naririsa lugod na nag fixer sana.,Neutral
hay jusko dawa onong ibutang na warning cton hiway iyan sa dre mn bsang iintindiyon,Negative
ka iba na driver kadalasan pati a mga uv express bgana perming emergency a,Negative
padalagan bangan a mga pasahero mn uda mn bsang ka relaxan,Negative
hirak man..iringat poh kamo sa pagbalyo sa hi way..,Positive
mga driver slow down man tabi pag aram nindo na may skwelahan maski mayo barikada ta hirak man kang mga studyante na may pangarap sa buhay..,Negative
sadi po triple p baga na so baloy tig duduyan sa luway luway bata bados so orig ko hipag ko mig ugbon sa 10,Neutral
"ingat po taung lahat ,,.",Positive
"diri ko basang namati ay laka mangnong mala ko na kah manhid kidding aside, iringat po kita pirmi a",Positive
"nagirumduman q lugod dati na police at pdea man sana nagbaradilan..hahaha,.maski",Neutral
isay presidente ilaag dyan d na mawawara yan dahil dakulang kwarta yan..maray kaiyan,Neutral
isalang sa gilingan ning karne nang mapakinabangan kan mga buwaya sa zoo.,Neutral
alanmae vios esralubas simple yan lagyan ng cyanide ang shabu atilagay sa merkado isang bean lang wpanng tatankilik jan,Neutral
dapa lang gayud pag babago ka issa palang gayud,Negative
centrong iriga kadakol kito sistemador ngata ta di nadadali??? dana kamu ibang mabirikan ito mga dana,Negative
"lapota ton kabaong ,ya congrats ko nggana",Positive
siguro christmas party ng funeraria. kaya ganyan pa raffle. pero nagtakot takot na.,Positive
diri aq kiton kin amo iton premyo makukuko.tama iton q nag iingak ingak na cge pa,Negative
gibo sa kasalan.nagpuon na countdown dsang makaisip mag ayat tawad sa dyos ka gibong sala.,Negative
ini ang maurag na paraffle dkulang tbang ini da may nag hihingagdan na kpamilya he2,Positive
an ngaran kan sa palayaw bitong so kaparataban bukod kan manyakis pa igen an ni tekla sa zone 5,Negative
maray kiton doi putolong a lusi,Negative
punta kau sa head quarters ng pulis tapos tanong nio po doon kung sino iyong rapis po,Neutral
para hnd na puro comment at manghula po,Neutral
pakita mokha para makilala,Neutral
mamba filio ka balwarti mu idol ngraynang pugotan sa junjun ngani madala mga arog kan,Negative
